what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377682309382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682321792
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377682325831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682325864
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377682325897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377682332083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682412199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682432933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1377682441685
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1377682444662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682444690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682445197
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377682445569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377682449040
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377682458143
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377682464557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682502336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682505591
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377682519296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682536497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377682537715
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377682538925
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377682570668
