what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1376923850102
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1376923850103
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1376923850103
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1376923850103
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1376923850104
os,sysinfo,,,"win32",1376923850106
arch,sysinfo,,,"x86_64",1376923850106
ws,sysinfo,,,"win32",1376923850106
locale,sysinfo,,,"ko_KR",1376923850106
processors,sysinfo,,,"4",1376923850106
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1376923850106
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1376923850106
java.specification.name,sysinfo,,,"Java Platform API Specification",1376923850106
java.specification.vendor,sysinfo,,,"Oracle Corporation",1376923850106
java.specification.version,sysinfo,,,"1.7",1376923850106
java.vendor,sysinfo,,,"Oracle Corporation",1376923850106
java.version,sysinfo,,,"1.7.0_25",1376923850106
java.vm.info,sysinfo,,,"mixed mode",1376923850106
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1376923850106
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1376923850106
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1376923850106
java.vm.specification.version,sysinfo,,,"1.7",1376923850106
java.vm.vendor,sysinfo,,,"Oracle Corporation",1376923850106
java.vm.version,sysinfo,,,"23.25-b01",1376923850106
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376923852899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376923852958
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376923854162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376923854211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376923920033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376923962308
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1376923981292
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1376923981307
