what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377914418958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377914427413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377914453294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377914457933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915120450
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915130990
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915131023
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915139952
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377915142510
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915151759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915331005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915332215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915346793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915348119
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377915348134
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915362820
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915364477
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915365554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915366629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377915371302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1377915374350
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1377915385981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1377915386395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1377915387596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915390529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915455733
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377915458436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915476908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915479045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915479612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915504154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915533986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915756180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915759510
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1377915759510
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1377915760981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915761008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915766028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915773286
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915775220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915788916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915790044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377915790075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915793178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915797502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377915802179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916385125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916389123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916781971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916788096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916872329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916925396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916957973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916961511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916966417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377916969107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917097571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917107528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917170222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377917176667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917177275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917201179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917202980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917447103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917462370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917469172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917473200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917597896
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1377917598009
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917599688
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917599720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917620419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917632181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917635161
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917636518
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917646393
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917648343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917662809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917773327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917773447
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917773447
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1377917782171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377917784358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377918035324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377918057364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377918390459
